1,107.57636950631093
2,107.89889121739954
3,105.13267161787653
4,103.47091269805674
5,102.81565356979172
6,105.06266903366344
7,102.95579365997826
8,102.12634110979494
9,105.39862395296751
10,105.26674920931721
11,106.09293660067647
12,103.17205811252937
13,105.01001056725315
14,104.87051647925462
15,101.98834199747851
16,106.07599435732207
17,105.6414222019977
18,109.77822408648137
19,105.40593835461993
20,104.71059538367015
21,107.46551435005784
22,105.39758249638685
23,106.81806205230642
24,104.26891146753496
25,105.43634362672117
26,107.04857735697404
27,106.39249404490593
28,105.2569444972657
29,102.83538395080791
30,105.8904435447221
31,105.1537269634385
32,106.4409351937185
33,105.43246587560014
34,107.17637082227105
35,104.89687946915215
36,105.40392812015884
37,106.3335528772513
38,102.82623077565104
39,104.19667947985197
40,103.99994286209527
41,108.96123143904649
42,104.81427594868784
43,106.30444044761515
44,106.23875012434743
45,104.43825313962621
46,101.89832634573911
47,106.92968794135228
48,104.18560646067282
49,106.4359133134898
50,102.38947034978007
51,104.12403399606035
52,107.51364268921073
53,107.86200797610503
54,102.39508275772329
55,102.33438504182212
56,104.91147112479634
57,106.45648264663744
58,105.32100935875866
59,105.60710941565397
60,103.02232715005077
61,106.1735834276276
62,107.23370468227367
63,104.12865495943204
64,102.13302387267306
65,103.4823583526325
66,106.52331601167397
67,101.53260561632713
68,104.8162464243888
69,103.01798342970902
70,104.73773111604456
71,104.51095682650393
72,105.03171356654464
73,108.0024147926068
74,105.84142088721576
75,107.66742549073045
76,104.71717457139309
77,104.04082678434607
78,105.75762116453198
79,99.32841842663993
80,104.92022237061586
81,105.32033957815045
82,102.52958251197292
83,105.9287304451451
84,103.88151039134608
85,100.08179961944609
86,104.57336321926411
87,103.04230851140645
88,103.9588082547997
89,104.69543116258926
90,107.50195069846765
91,105.20629635788318
92,104.94302875003265
93,105.77800883233478
94,101.37581526835078
95,107.48024774124714
96,102.84582615940703
97,105.87819014227001
98,102.74643900906273
99,103.04702927077813
100,4.2074242494569996
